,author,cid,text,time,search_query,video_id,word_count,char_lengh,n_avg_word,n_numerics,upper_case,time_tag,urls_tag,hash_tag,emoji_tag,polarity,subjectivity,sentiment
1170,Daniel Malek,UgyU-oPugzpesKEkUKB4AaABAg,In before all the expert YouTube commentators share their vast knowledge.,3 months ago,ferrari_sf90,-sgn14Anm-4,11,73,5.7272727272727275,0,0,,,,,0.0,1.0,neutral
1171,Chad Sexington,UgyU-oPugzpesKEkUKB4AaABAg.8rNnBJps9C-8rNrD4xS9Kc,Daniel Malek lol. The bedroom engineers are out in force today!,3 months ago,ferrari_sf90,-sgn14Anm-4,11,63,4.818181818181818,0,0,,,,,1.0,0.7,positive
1172,Diogo Simões,Ugw9CQkseezYfaEQi2J4AaABAg,I don't know what car you guys have been looking at. When I looked at the real launch pictures there seems to be a lot of fine detail in almost every single area of the car and it looks like they used all they could with the new regs. Especially around the bargeboard and front wing area. In my opinion it's got more thought put in to it than the mercedes has.,3 months ago,ferrari_sf90,-sgn14Anm-4,72,360,4.013888888888889,0,2,,,,,0.19693362193362196,0.4948051948051948,positive
1175,peeki i,UgzPPWsKoBwyw15I3dx4AaABAg.8rNmh78_xiF8rObs3qa3vA,"Talks a lot but doesn't actually say much....certainly not scarbs. Mirrors mandated to be wider, and halo mounts banned.... Come on dude, just bad research......",3 months ago,ferrari_sf90,-sgn14Anm-4,25,161,5.48,0,0,,,,,-0.3499999999999999,0.3833333333333333,negative
1178,onlydarealish,UgzPPWsKoBwyw15I3dx4AaABAg.8rNmh78_xiF8rQ0foxj-v9,"Agreed. JBL just isn’t cutting it for me. I’m no know it all, but I feel I know exactly what he’s gonna say. My point being I feel he’s lacking in technical know how. He’s just describing what is plain to see to any layman such as myself!",3 months ago,ferrari_sf90,-sgn14Anm-4,48,238,3.9791666666666665,0,4,,,,,-0.11285714285714285,0.42142857142857143,negative
1180,Remi R,UgwgNp_4YbYObmYMnvN4AaABAg,"it'ss Alfa romeo Giorgio, do your homework properly. Sidepods similar to Redbull? are you kidding right? looks like he had a hard day!!",3 months ago (edited),ferrari_sf90,-sgn14Anm-4,23,135,4.913043478260869,0,0,,,,,-0.04250372023809526,0.394345238095238,negative
1182,WakandaForeva,Ugz__vY4IoyvDOLKael4AaABAg,"""complex car doesnt mean they will be fast, simple car doesnt mean they will be slow"" - WakandaForeva.",3 months ago,ferrari_sf90,-sgn14Anm-4,18,102,4.722222222222222,0,0,,,,,-0.17083333333333336,0.5220238095238096,negative
1183,Sjonnie De Gangster,Ugz__vY4IoyvDOLKael4AaABAg.8rNm7XxjOUA8rO0e5D-Usr,"That is quite an interesting point you bring up there. I does in fact seem to be the case. I am currently muttering on but I could also have said ""you are right"" which is faster and less complicated",3 months ago,ferrari_sf90,-sgn14Anm-4,39,198,4.102564102564102,0,3,,,,,0.023809523809523815,0.5004761904761905,positive
1184,Dio Slayer,Ugz__vY4IoyvDOLKael4AaABAg.8rNm7XxjOUA8rOSh4zhyEp,"Wakanda doesn't exist 😉😂😂😂! Salute ✌. PS: OH and you're right, complexity doesn't mean more speed.",3 months ago,ferrari_sf90,-sgn14Anm-4,16,98,5.1875,0,2,,,,😉😂😂😂✌,0.15773809523809523,0.5744047619047619,positive
1187,Filippo Soraperra,UgyboiQY-lYimdKUIQl4AaABAg,"until now there are only two cars that look better than last year (in my opinion): haas, mclaren. the toro rosso looks fine. but mercedes ferrari, force india the williams all look a little off.",3 months ago,ferrari_sf90,-sgn14Anm-4,35,194,4.571428571428571,0,0,,,,,0.14583333333333334,0.5133333333333333,positive
1190,Filippo Soraperra,UgyboiQY-lYimdKUIQl4AaABAg.8rNm1cEXCy88rPqqK7FJTR,"@Zunika Mudzafar maybe its just the lighting, but i think last years cars looked better (ferrari, mercedes)",3 months ago,ferrari_sf90,-sgn14Anm-4,17,107,5.352941176470588,0,0,,,,,0.25,0.2833333333333333,positive
1191,Filippo Soraperra,UgyboiQY-lYimdKUIQl4AaABAg.8rNm1cEXCy88rPqsdR9R4O,@Zunika Mudzafar and i really dont like all the triangles on the mercedes,3 months ago,ferrari_sf90,-sgn14Anm-4,13,73,4.6923076923076925,0,0,,,,,0.2,0.2,positive
1194,Petrolholic,Ugxcf0UI8d7Q_0umXt54AaABAg.8rNlyiQjnid8rNoXAe1JoI,"So true, it so reminds me of those old cars. The biggest factor here is the engine cover, it made the car looks completely better. The longer the engine cover, the uglier car is. I really love this Ferrari, finally something nice.",3 months ago,ferrari_sf90,-sgn14Anm-4,42,230,4.5,0,1,,,,,0.3416666666666666,0.6583333333333333,positive
1196,Petrolholic,Ugxcf0UI8d7Q_0umXt54AaABAg.8rNlyiQjnid8rNrjLNsvV2,"@Alex Rodriguez Looking it at 6:55 again, I think this is one of the most beautiful hybrid era f1 cars ever made ;)",3 months ago,ferrari_sf90,-sgn14Anm-4,23,115,4.043478260869565,0,1,6:55,,,,0.5333333333333333,0.8333333333333334,positive
1199,Hamdan Ali,Ugxcf0UI8d7Q_0umXt54AaABAg.8rNlyiQjnid8rO0YtRQ0ZT,Ahmed Farhan 5 spoke black alloys need to be mandatory 😂💖 see the McLaren,3 months ago,ferrari_sf90,-sgn14Anm-4,14,73,4.285714285714286,1,0,,,,😂💖,-0.16666666666666666,0.43333333333333335,negative
1202,Pallonaado,Ugxcf0UI8d7Q_0umXt54AaABAg.8rNlyiQjnid8rOKTSaf6nZ,"@Hamdan Ali No, it would be too mutch..Now it stands out a bit. Near perfection. Halo is ugly if you watch for it...but it saves lifes so..",3 months ago,ferrari_sf90,-sgn14Anm-4,27,139,4.185185185185185,0,0,,,,,-0.3,0.7,negative
1203,B Brid,Ugxcf0UI8d7Q_0umXt54AaABAg.8rNlyiQjnid8rOr_BHGZY_,@Hamdan Ali yes that 5 spoke is bitchin to me they had the best-looking design but again can they make that thing go as fast as it looks,3 months ago,ferrari_sf90,-sgn14Anm-4,28,136,3.892857142857143,1,0,,,,,0.2,0.6,positive
1207,WakandaForeva,UgwfMOyDM1JspOmGxEt4AaABAg,can anyone on the comments talk about ferraris engine cover being so slim and small? Giving the ferrari boys some big credits,3 months ago,ferrari_sf90,-sgn14Anm-4,22,125,4.7272727272727275,0,0,,,,,-0.125,0.25,negative
1208,József,UgwfMOyDM1JspOmGxEt4AaABAg.8rNlYOCKPvo8rNnWIg166b,I think the Merc’s is even smaller. At least the back.,3 months ago,ferrari_sf90,-sgn14Anm-4,11,54,4.0,0,1,,,,,-0.09999999999999999,0.3,negative
1210,József,UgwfMOyDM1JspOmGxEt4AaABAg.8rNlYOCKPvo8rNoko-tduv,Jeruel Nathan the rear is tighter on the Merc. They don’t have those 2 ‘exhaust’,3 months ago,ferrari_sf90,-sgn14Anm-4,15,80,4.4,1,0,,,,,0.0,0.0,neutral
1211,Johnny Utah,UgwfMOyDM1JspOmGxEt4AaABAg.8rNlYOCKPvo8rNuHdsqc-R,They are triple stacked and that's what allows it to be slimmer than the Merc,3 months ago,ferrari_sf90,-sgn14Anm-4,15,77,4.2,0,0,,,,,0.0,0.0,neutral
1212,SmittenTheKitteninMittens,UgwfMOyDM1JspOmGxEt4AaABAg.8rNlYOCKPvo8rNuV2KL6SA,WakandaForeva im sure i just replied to you on an Astrum video ...then i find you here on the very next video i watched!!!,3 months ago,ferrari_sf90,-sgn14Anm-4,24,122,4.125,0,0,,,,,0.25,0.4444444444444444,positive
1213,József,UgwfMOyDM1JspOmGxEt4AaABAg.8rNlYOCKPvo8rNvO0JjT5E,"@Johnny Utah https://www.racefans.net/2019/02/13/first-pictures-mercedes-w10-revealed/f1-w10-eq-power-shakedown-silverstone/ https://www.racefans.net/2019/02/15/first-pictures-of-new-ferrari-sf90-leaked/racefansdotnet-20190215-153300-1/ Watch the area, where the rear suspension is connected to. That area is much tighter on the Merc. Like it was last year, and before.",3 months ago (edited),ferrari_sf90,-sgn14Anm-4,29,369,11.758620689655173,0,0,,https://www.racefans.net/2019/02/13/first-pictures-mercedes-w10-revealed/f1-w10-eq-power-shakedown-silverstone/,,,0.1,0.13333333333333333,positive
1214,Niko,UgwfMOyDM1JspOmGxEt4AaABAg.8rNlYOCKPvo8rOA3UKTPF3,"@József Interesting take, thanks for your input. Judging by the comparisons I've been making between the two cars (Mercedes and Ferrari), it would seem that Mercedes is a tighter package around the rear lower section towards the suspension. Where as Ferarri seem to tighter at the mid-rear top of the engine cover section than the Mercedes, and wider around the rear section/suspension area. I can see an obvious area advantage to the Ferrari in that respect, particularly with regard to rear air-flow over the wing, and the subsequent downforce. What would be the advantage - if any - to Mercedes having a more tightly packaged area around the rear suspension?",3 months ago,ferrari_sf90,-sgn14Anm-4,110,661,5.0181818181818185,0,1,,,,,0.21101190476190476,0.35863095238095233,positive
1218,ark13700,UgwfMOyDM1JspOmGxEt4AaABAg.8rNlYOCKPvo8rOuCBoVrg7,"@József Compare the sizes of the shark fins. Ferrari's top air intake falls away much quicker than Merc's, hence the comments about tighter packaging. The triangular intake shape also cuts down the cross-sectional area significantly.",3 months ago,ferrari_sf90,-sgn14Anm-4,35,233,5.685714285714286,0,0,,,,,0.2298611111111111,0.46597222222222223,positive
1220,Remi R,Ugy7UWsJVq8TvIBKxd14AaABAg,James 'the incompetent' Allison is now scratching his head and copying yet another Ferrari ideas. Thanks god they thrown him out.,3 months ago,ferrari_sf90,-sgn14Anm-4,21,129,5.190476190476191,0,0,,,,,-0.07499999999999998,0.2833333333333333,negative
1221,Racing Red,Ugy7UWsJVq8TvIBKxd14AaABAg.8rNlNX8c-gq8rP5ReiRntJ,"Rima R Yeah, James Allison is waaay overrated. He didn't do anything at Ferrari. Hopefully he will drag merc down with him.",3 months ago,ferrari_sf90,-sgn14Anm-4,22,123,4.636363636363637,0,1,,,,,-0.1277777777777778,0.17986111111111114,negative
1222,Remi R,Ugy7UWsJVq8TvIBKxd14AaABAg.8rNlNX8c-gq8rPN9O5mMrQ,"@Racing Red If Mercedes didn't have ex Ferrari engineer Aldo Costa, James the disgraced Allison would've dragged them down the toilet.",3 months ago,ferrari_sf90,-sgn14Anm-4,21,134,5.428571428571429,0,0,,,,,-0.06296296296296297,0.09629629629629631,negative
1223,121bham,Ugy7UWsJVq8TvIBKxd14AaABAg.8rNlNX8c-gq8rSLVj_voHD,@Remi R do you know why Aldo left Ferrari???? He was fired up when he joined Mercedes. He wanted to decimate them and he did!,3 months ago,ferrari_sf90,-sgn14Anm-4,25,125,4.04,0,1,,,,,0.0,0.0,neutral
1224,Remi R,Ugy7UWsJVq8TvIBKxd14AaABAg.8rNlNX8c-gq8rSMrvVOxkM,"@121bham That's my point. Without him in charge, that incompetent Allison would drag them to the lowest point in history like he did at Ferrari. Allison the snake was so incompetent that he actually undermined some of the good works of the engine department that cause a mass firing there. Allison brought Ferrari to the lowest point in their 90 years involvement. Allison was hired by Mercedes only because of the inside info he had, and that he was a dirty shake.",3 months ago (edited),ferrari_sf90,-sgn14Anm-4,82,465,4.682926829268292,1,0,,,,,-0.09999999999999999,0.47202380952380957,negative
1225,121bham,Ugy7UWsJVq8TvIBKxd14AaABAg.8rNlNX8c-gq8rSNKPdNdRG,"@Remi R wow ok. Sorry, I didn't realise you were retarded. It's ok buddy 👍",3 months ago,ferrari_sf90,-sgn14Anm-4,15,74,4.0,0,2,,,,👍,-0.040000000000000015,0.76,negative
1226,Remi R,Ugy7UWsJVq8TvIBKxd14AaABAg.8rNlNX8c-gq8rSOBTzKTh4,"@121bham Truth hurts? Not only he was incompetent, he is also a massive disgrace. Allison the sake bite the hands that fed him and gave him the opportunity to be somebody in F1. Last year that disgraced Allison insulted and accused his former team. There has never been anyone like him in the past. Indeed Allison is unique!",3 months ago,ferrari_sf90,-sgn14Anm-4,58,324,4.603448275862069,0,1,,,,,-0.018749999999999996,0.5261904761904762,negative
1227,121bham,Ugy7UWsJVq8TvIBKxd14AaABAg.8rNlNX8c-gq8rSOjP3qMeH,"@Remi R nothing is hurting at all. The most deserving team keeps on winning so I'm happy with that. Who doesn't like a happy story when the good guys win and the bad guys finish last? I take what you say about James Allison for what it is, you are clearly a moronic tipussi who never worked with either one of them so what would you know? Nothing, that's what you know",3 months ago,ferrari_sf90,-sgn14Anm-4,72,368,4.125,0,2,,,,,0.41,0.6166666666666668,positive
1228,Remi R,Ugy7UWsJVq8TvIBKxd14AaABAg.8rNlNX8c-gq8rSQ2Z6ON4y,"@121bham Haha special tyres, token rule, oil burn, illegal tyre test, illegal suspension, infinite number of safety cars, no penalty, constantly bending the rules..etc...etc That's the most deserving lmao tifosi? haha no, I am just an observer that is seeing witnessing the biggest sporting scam in history. You narrow-minded Brits thinks that whoever speaks the truth is a Ferrari fan 🤣 lmao go worship your average hero and his cheating team.",3 months ago,ferrari_sf90,-sgn14Anm-4,71,444,5.267605633802817,0,1,,,,🤣,0.17337662337662338,0.564069264069264,positive
1229,Remi R,Ugy7UWsJVq8TvIBKxd14AaABAg.8rNlNX8c-gq8rSQd_D-I3i,"@121bham PS again, truth hurts the Brits more than anyone else because they are not convinced that their average hero is winning on merit. BTW I sympathize with Ferrari because I know that they barred from winning in a British-regulated circus that you like to call sport. You cannot use the word fair when Brits run a competition. #2014-2018THEBIGGESTSPORTINGSCAMINHISTORY",3 months ago,ferrari_sf90,-sgn14Anm-4,59,373,5.338983050847458,0,5,,,#2014,,0.41,0.6599999999999999,positive
1230,121bham,Ugy7UWsJVq8TvIBKxd14AaABAg.8rNlNX8c-gq8rSR8JTAkl2,@Remi R special tyres? Are you referring to that time when Ferrari were bitching about the tyres and then Vettel tested both sets and he admitted he was wrong? Oil burning was Ferrari. You forgot how they delayed their new engine so they could keep burning oil. You also forgot about their flexible wings and when Vettel crashed into stroll to avoid getting caught with his illegal car after the race. Or when they turned a blind eye when he cussed out Charlie on the radio and so on. The FIA are fairly impartial as far as I'm concerned but if they show any bias it's probably towards Ferrari. That little french midget was their guy and Ross brawn had his best years over at Ferrari and he didn't leave in good terms with Mercedes. Stop crying because you guys such badly. Suck less?,3 months ago,ferrari_sf90,-sgn14Anm-4,144,785,4.458333333333333,0,2,,,,,0.015955988455988467,0.5483982683982683,positive
1231,Remi R,Ugy7UWsJVq8TvIBKxd14AaABAg.8rNlNX8c-gq8rSUooyuKNi,"@121bham Oil burning was Ferrari 🤣😂🤣 talk about the sheer stupidity of these brainwashed fans. in 2018, tyres worked perfectly for Ferrari and Vettel was handing the low-IQ man his average ass until FIA issued special tyres that worked well for the average driver's car. Those special tyres were only for a few races, but the average driver asked to have them in all races and that's what he got. Regarding oil burning, it was adrian newey that first point that Mercedes are burnig oil back in 2015. At the time, Allison had Ferrari in tye toilet. And for the token rule, the most shameful rule in the history of F1 designed to stop others from catching up. Illegal suspension that FIA was fully aware of, and they banned it as soon as Ferrari wanted to use it. illegal mirror that FIA didn't allow Ferrari to use, but let Mercrdes run it. Same goes with the illegal wheels that FIA is yet to clear it. I expect it to be banned because Ferrari are using it. On top of all, FIA leaking Ferrari's tech secret to a point that in the heavily policed and censored F1 Arrivabene warned FIA against leaking their tech info. The entire 2014-2017 when everyone was sufferings from tyres, FIA didn't give a shit and produced tyres to help the average low-IQ circle alone around race tracks. The scam is so huge that Mercedes can get away with illegal tyre test that gave them massive advantage over others. Mercedes keep hiring Ferrari rejects just to get inside info because they trust their home-grown engineers are not competent enough to make an ERS as good as Ferrari. In ract, Ferrari's ERS/Battery was cleared in 2014, it became a problem when the average low-IQ driver couldn't circle alone around the tracks and his team lost massive advantage after the shameful token rule was lifted. In fact, low-IQ man is so below average that he got his average ass comprehensively handed to him by another average driver like Rosberg. Mercedes is never inspected by FIA, they don't monitor Mercedes car to the level they do Ferrari or other teams. My friend, good thing is that the history is recorded and we know what you Brits have done. Calling someone a 'French midget' can only come from a delusional Brit fan. There has never been a bigger scam in a competition in history. #2014-2018SCAM If there was any glory in cheating, manipulation and immoral activities, you'd be the champion of it and history tells us so.",3 months ago (edited),ferrari_sf90,-sgn14Anm-4,426,2408,4.654929577464789,0,13,,,#2014,🤣😂🤣,0.011766334440753042,0.5337486157253599,positive
1232,Nkosi McRae,UgyddQLyFnndsdXDLDJ4AaABAg,It looks great! But I'm kinda worried about the simplicity as compared to Mercedes....,3 months ago,ferrari_sf90,-sgn14Anm-4,14,86,5.214285714285714,0,0,,,,,1.0,0.75,positive
1233,Darth Iniquitous,UgyddQLyFnndsdXDLDJ4AaABAg.8rNlJr6yNAQ8rNmexIDKsT,Sometimes simplicity can win over all. We shall see very very soon! 🤞,3 months ago,ferrari_sf90,-sgn14Anm-4,13,69,4.384615384615385,0,0,,,,🤞,0.5625,0.395,positive
1234,Horst Günther,UgyddQLyFnndsdXDLDJ4AaABAg.8rNlJr6yNAQ8rNrd-kGnpQ,Nkosi McRae and I think Mercedes has not yet showed their real front wing Till now it looks kind of strange and simple like as if a little boy would have drawn it..,3 months ago,ferrari_sf90,-sgn14Anm-4,33,164,4.0,0,1,,,,,0.1125,0.44142857142857145,positive
1235,Nkosi McRae,UgyddQLyFnndsdXDLDJ4AaABAg.8rNlJr6yNAQ8rRyPuBhmow,@Horst Günther After that Alfa wing I bet everyone's gone back to the drawing boards lol,3 months ago,ferrari_sf90,-sgn14Anm-4,16,88,4.5625,0,1,,,,,0.4,0.35,positive
1236,WakandaForeva,Ugxg8TyPp1XlQjhsu7l4AaABAg,"0:05 jbl killed 500 people confirmed and he wants to be a worldwide meme i swear he read these comments and reads them with pride and telling his mum ""mum im this close to become a world wide meme"" The mother will say: ""good job my dear im proud of you""",3 months ago (edited),ferrari_sf90,-sgn14Anm-4,51,253,3.980392156862745,1,0,0:05,,,,0.3,0.5166666666666667,positive
1238,Johnny Utah,UgwrWatIpQ99YVnQqRZ4AaABAg,I am sure Mercedes are already trying to get the FIA to investigate this car and have it banned,3 months ago,ferrari_sf90,-sgn14Anm-4,19,95,4.052631578947368,0,2,,,,,0.5,0.8888888888888888,positive
1244,Craig Pritchard,UgwrWatIpQ99YVnQqRZ4AaABAg.8rNl5-CO60B8rNn1c2hUrL,"If anything this is something that Ferrari are particularly notorious for. They arrived at the start of the 2017 season as the only main team who hadn't developed active suspension and managed to get the FIA to ban it, as well as trying to get the Mercs rims banned last year.",3 months ago (edited),ferrari_sf90,-sgn14Anm-4,51,276,4.431372549019608,1,1,,,,,0.05000000000000001,0.4388888888888889,positive
1245,Luka Dzidic,UgwrWatIpQ99YVnQqRZ4AaABAg.8rNl5-CO60B8rNn9Qbv-DF,@Craig Pritchard let's ignore the fact merc spent half of 2018. Complaining about shit,3 months ago,ferrari_sf90,-sgn14Anm-4,14,86,5.214285714285714,0,0,,,,,-0.15555555555555556,0.35555555555555557,negative
1246,Krissstoferek,UgwrWatIpQ99YVnQqRZ4AaABAg.8rNl5-CO60B8rNnCptFgDu,"@Ryan Waugh well, technically it was OK. but it was a dick move. Like the one in Spa 2017. They agreed with ferrari to not change engines before Spa to keep same oil or smth. Guess what? Merc changed engines. Merc is dirty shit",3 months ago,ferrari_sf90,-sgn14Anm-4,44,227,4.181818181818182,0,1,,,,,-0.06,0.465,negative
1247,TheEpicCrumpet,UgwrWatIpQ99YVnQqRZ4AaABAg.8rNl5-CO60B8rNoJ9P4cwF,Amazing to think that people don't realise that all teams will be scouring pictures and videos to try and get their competitors banned or so they have to change their design. Complaing to the FIA is all part of the game. The only reason we hear about ferrari vs Merc is because they're the top teams don't you think?,3 months ago,ferrari_sf90,-sgn14Anm-4,59,316,4.372881355932203,0,1,,,,,0.17500000000000002,0.7,positive
1248,Johnny Utah,UgwrWatIpQ99YVnQqRZ4AaABAg.8rNl5-CO60B8rNovjKAhZc,Yes but only Mercedes can have the fia scrutinized a car for an entire season. The fia deemed the Ferrari legal in Monaco but Hamilton still implied cheating and the fia still investigated till the final few races as soon as Mercedes were to far ahead to catch it was over no more complaints,3 months ago,ferrari_sf90,-sgn14Anm-4,54,291,4.407407407407407,0,0,,,,,-0.02142857142857143,0.6321428571428572,negative
1251,Craig Pritchard,UgwrWatIpQ99YVnQqRZ4AaABAg.8rNl5-CO60B8rNpuIy-_48,"​@Luka Dzidic Yeah I accept that nobody is innocent of it by any means, but based on what I recall from recent years, Ferrari are particularly bad for it.",3 months ago,ferrari_sf90,-sgn14Anm-4,29,154,4.344827586206897,0,2,,,,,-0.06666666666666661,0.5388888888888889,negative
1252,Zak H,UgwrWatIpQ99YVnQqRZ4AaABAg.8rNl5-CO60B8rNrcba2g8M,"@Ryan Waugh Factually speaking, they weren't. It was deemed completely legal. Mercedes only abandoned it to avoid the risk. But why speak about facts right when we can be biased and prejudice?",3 months ago,ferrari_sf90,-sgn14Anm-4,32,192,5.03125,0,0,,,,,0.1619047619047619,0.5785714285714286,positive
1254,Johnny Utah,UgwrWatIpQ99YVnQqRZ4AaABAg.8rNl5-CO60B8rNtFUhpZww,I know they seem to like looking at the new ferrari don't they,3 months ago,ferrari_sf90,-sgn14Anm-4,13,62,3.8461538461538463,0,1,,,,,0.13636363636363635,0.45454545454545453,positive
1255,Ryan Waugh,UgwrWatIpQ99YVnQqRZ4AaABAg.8rNl5-CO60B8rNtQUCf0A7,Krissstoferek I thought Merc had to change it? They dropped off the pace for a bit during that period. Not sure might be wrong there.,3 months ago,ferrari_sf90,-sgn14Anm-4,25,133,4.36,0,1,,,,,-0.375,0.8944444444444444,negative
1258,József,UgwrWatIpQ99YVnQqRZ4AaABAg.8rNl5-CO60B8rNzZsXRvP8,@Krissstoferek and before the start of 2017 Ferrari got banned the Merc's suspension...,3 months ago,ferrari_sf90,-sgn14Anm-4,13,87,5.769230769230769,1,0,,,,,0.0,0.0,neutral
1259,maverick buckley,UgwrWatIpQ99YVnQqRZ4AaABAg.8rNl5-CO60B8rO3ABfcLN6,Why? Ferrari are notorious for snitching on anyone they think might have bent the rules...which is the whole point of F1. (Bending the rules not snitching),3 months ago,ferrari_sf90,-sgn14Anm-4,26,155,5.0,0,1,,,,,0.2,0.4,positive
1260,Tony Famularo,UgwrWatIpQ99YVnQqRZ4AaABAg.8rNl5-CO60B8rO9iR_9WF1,"@TheEpicCrumpet well said, it's part of the game and all the teams do it. If they feel something is not with in the rules they ask for clarification and if you spent millions of Euros every year I think you'd be doing it too",3 months ago,ferrari_sf90,-sgn14Anm-4,44,224,4.113636363636363,0,1,,,,,-0.25,0.25,negative
1261,Tony Famularo,UgwrWatIpQ99YVnQqRZ4AaABAg.8rNl5-CO60B8rOAhpweaaf,"@Johnny Utah Hamilton always complains when he is not winning. Ferrari are the most scrutinized team on the grid and still the Ferrari haters are calling them cheats. This is fuelled by the biased British Media. Also I love when Ferrari find an advantage the British Media say other teams ""Gravitate"" but when Ferrari change something on the car that is like their competitors they ""Copied""",3 months ago,ferrari_sf90,-sgn14Anm-4,66,390,4.924242424242424,0,1,,,,,0.10416666666666667,0.37083333333333335,positive
1263,Tony Famularo,UgwrWatIpQ99YVnQqRZ4AaABAg.8rNl5-CO60B8rOBKfOorMh,@maverick buckley Yes and all the teams do it to each other.,3 months ago,ferrari_sf90,-sgn14Anm-4,12,60,4.083333333333333,0,0,,,,,-0.125,0.375,negative
1264,Cletus Spuckler,UgwrWatIpQ99YVnQqRZ4AaABAg.8rNl5-CO60B8rOF2zOCMSO,@Johnny Utah Hamilton never implied they were cheating. When he said Ferrari had a few trick bits going on in their car he was giving them a back handed compliment. He followed up by saying Mercedes needed to up their game to match Ferrari's pace following Seb's easy win at Spa. People seriously need to stop overreacting to everything Hamilton says and reaching for something that isn't there.,3 months ago (edited),ferrari_sf90,-sgn14Anm-4,68,395,4.823529411764706,0,0,,,,,0.04285714285714286,0.35714285714285715,positive
1265,Johnny Utah,UgwrWatIpQ99YVnQqRZ4AaABAg.8rNl5-CO60B8rOUXYpfzd5,No he said that in a different interview he did two after the race one he said tricks implying they are cheating the other he calmed down and said the more pr version that you write below. He new what he was implying.,3 months ago,ferrari_sf90,-sgn14Anm-4,43,217,4.069767441860465,0,0,,,,,0.07116161616161616,0.4436868686868687,positive
1266,Johnny Utah,UgwrWatIpQ99YVnQqRZ4AaABAg.8rNl5-CO60B8rOUxounB-P,They later added a second sensor on the ferrari even though it had already been deemed legal. What a coincidence,3 months ago,ferrari_sf90,-sgn14Anm-4,20,112,4.65,0,0,,,,,0.06666666666666667,0.06666666666666667,positive
1270,Neil Kinsey,UgwrWatIpQ99YVnQqRZ4AaABAg.8rNl5-CO60B8rP-3I9x-KI,Have a read of Adrian Newey's book for examples of how quick Ferrari are to get things banned!,3 months ago,ferrari_sf90,-sgn14Anm-4,18,94,4.277777777777778,0,0,,,,,0.41666666666666663,0.5,positive
1271,Mark Mark,UgwrWatIpQ99YVnQqRZ4AaABAg.8rNl5-CO60B8rPJ84rWdjM,"Pretty much. It was Benz, Toto and Hamilton who continually mouthed off through the season to cast eyes on Ferrari. How many times did you here the word ""Tricks"" (implying cheating) come out of Hamilton's mouth during a race? The only trick Ferrari had was the dual battery and they found a way to give a little boost during qualifying, not the race, to improve their grid position. So Benz constantly screamed they had the ""fastest car"", which was just not true. The FIA banned it even though they didn't know how Ferrari was doing it, what a crock. Meanwhile, Benz outright dirty cheat by bypassing the most stringent rule of them all, the heavily monitored fuel feed regulator by introducing fuel through the oil system, they should have been stripped of all races that year until then. As it was, Force India and Haas were disqualified from races in 2018 for using too much fuel through the regulator, but nothing for Benz for completely cheating around it by using a second medium to present the fuel, what the fuck? https://www.racefans.net/2018/10/23/why-ocon-and-magnussen-were-disqualified-for-fuel-errors/",3 months ago,ferrari_sf90,-sgn14Anm-4,181,1115,5.165745856353591,1,1,,https://www.racefans.net/2018/10/23/why-ocon-and-magnussen-were-disqualified-for-fuel-errors/,,,0.012499999999999992,0.4788888888888889,positive
1272,Alumnikiid,UgwrWatIpQ99YVnQqRZ4AaABAg.8rNl5-CO60B8rPwChxn8Kd,@Mark Mark ...It was also the other teams complaining about the cars with Ferrari engines being fast all a sudden. So FIA had to investigate with a sensor to monitor if they were using extra boost.,3 months ago,ferrari_sf90,-sgn14Anm-4,36,197,4.5,0,1,,,,,0.018750000000000003,0.39375000000000004,positive
1275,121bham,UgwrWatIpQ99YVnQqRZ4AaABAg.8rNl5-CO60B8rSLBAJrVcK,Funny how your team was 💯 legal but they lost a lot of performance after they were unable to explain how their system worked so they had to put a 2nd sensor on it. What a coincidence! Cheaters,3 months ago,ferrari_sf90,-sgn14Anm-4,38,192,4.078947368421052,0,0,,,,💯,-0.012499999999999997,0.425,negative
1276,craig forster,UgwrWatIpQ99YVnQqRZ4AaABAg.8rNl5-CO60B8rT8sq4P3jp,Why not Australia is already trying get the car seized cause of the sponsors,3 months ago,ferrari_sf90,-sgn14Anm-4,14,76,4.5,0,0,,,,,0.0,0.0,neutral
1277,Alexander Shaw,UgwrWatIpQ99YVnQqRZ4AaABAg.8rNl5-CO60B8rTX8DTLGbF,"I could care less about who reports who for whatever reason(s). I just want CLOSER racing and MORE overtakes! I grew up watching Andretti, Senna, Ratzenberg, Schumi, Barrichello and all the F1 greats. I think they're rolling in their graves to see what has become of the epitome, pinnacle, mount everest of motor sport racing. Pffft, its so boring I can barely watch five minutes without yawning.",3 months ago,ferrari_sf90,-sgn14Anm-4,67,396,4.925373134328358,0,8,,,,,-0.12291666666666666,0.4166666666666667,negative
1280,Cloud Wolf,UgwUf0balECZr0mainp4AaABAg,I wonder how Ferrari have achieved managing as much airflow as possible.,3 months ago,ferrari_sf90,-sgn14Anm-4,12,72,5.083333333333333,0,1,,,,,0.1,0.6,positive
1282,Ronnie Winn,UgxJ-OqA1ZrsK5tG12R4AaABAg,But what's with the jump in numbers from sf71 to sf90,3 months ago,ferrari_sf90,-sgn14Anm-4,11,53,3.909090909090909,0,0,,,,,0.0,0.0,neutral
